movieId,title,year,genres,rating,sentiment
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1995,Adventure|Drama|Fantasy|Mystery|Sci-Fi,3.9,6.099999999999995
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1995,Crime|Drama,3.6,0.0
31,Dangerous Minds (1995),1995,Drama,3.2,10.4
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1995,Mystery|Sci-Fi|Thriller,3.9,14.999999999999993
33,Wings of Courage (1995),1995,Adventure|Romance|IMAX,3.1,0.0
34,Babe (1995),1995,Children|Drama,3.6,8.399999999999999
35,Carrington (1995),1995,Drama|Romance,3.5,-0.5
36,Dead Man Walking (1995),1995,Crime|Drama,3.9,-18.299999999999997
37,Across the Sea of Time (1995),1995,Documentary|IMAX,3.0,0.0
38,It Takes Two (1995),1995,Children|Comedy,2.9,1.0
39,Clueless (1995),1995,Comedy|Romance,3.4,19.6
40,"Cry, the Beloved Country (1995)",1995,Drama,3.6,-0.6
41,Richard III (1995),1995,Drama|War,3.8,1.1
42,Dead Presidents (1995),1995,Action|Crime|Drama,3.0,-2.4000000000000004
43,Restoration (1995),1995,Drama,3.5,0.2
44,Mortal Kombat (1995),1995,Action|Adventure|Fantasy,2.6,-6.3
45,To Die For (1995),1995,Comedy|Drama|Thriller,3.4,3.1
46,How to Make an American Quilt (1995),1995,Drama|Romance,3.3,1.0
47,Seven (a.k.a. Se7en) (1995),1995,Mystery|Thriller,4.1,-92.9999999999996
48,Pocahontas (1995),1995,Animation|Children|Drama|Musical|Romance,3.0,11.999999999999998
49,When Night Is Falling (1995),1995,Drama|Romance,3.6,0.6
50,"Usual Suspects, The (1995)",1995,Crime|Mystery|Thriller,4.3,53.10000000000012
52,Mighty Aphrodite (1995),1995,Comedy|Drama|Romance,3.5,0.30000000000000004
53,Lamerica (1994),1994,Adventure|Drama,3.7,0.0
54,"Big Green, The (1995)",1995,Children|Comedy,2.8,0.0
55,Georgia (1995),1995,Drama,3.2,0.0
57,Home for the Holidays (1995),1995,Drama,3.3,0.10000000000000009
58,"Postman, The (Postino, Il) (1994)",1994,Comedy|Drama|Romance,4.0,10.099999999999998
59,"Confessional, The (Confessionnal, Le) (1995)",1995,Drama|Mystery,3.6,0.0
60,"Indian in the Cupboard, The (1995)",1995,Adventure|Children|Fantasy,3.1,0.0
61,Eye for an Eye (1996),1996,Drama|Thriller,3.3,-1.5
62,Mr. Holland's Opus (1995),1995,Drama,3.7,4.8
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,Comedy|Crime,3.1,1.5
64,Two if by Sea (1996),1996,Comedy|Romance,2.8,-0.5
65,Bio-Dome (1996),1996,Comedy,2.4,-0.7999999999999999
66,Lawnmower Man 2: Beyond Cyberspace (1996),1996,Action|Sci-Fi|Thriller,2.2,-1.2000000000000002
67,Two Bits (1995),1995,Drama,3.4,0.0
68,French Twist (Gazon maudit) (1995),1995,Comedy|Romance,3.5,1.2
69,Friday (1995),1995,Comedy,3.6,5.999999999999999
70,From Dusk Till Dawn (1996),1996,Action|Comedy|Horror|Thriller,3.3,-27.700000000000017
71,Fair Game (1995),1995,Action,2.4,-1.0999999999999999
72,Kicking and Screaming (1995),1995,Comedy|Drama,3.5,-0.39999999999999997
73,"Misérables, Les (1995)",1995,Drama|War,3.8,-0.6
74,Bed of Roses (1996),1996,Drama|Romance,3.3,1.2
75,Big Bully (1996),1996,Comedy|Drama,2.5,-1.0
76,Screamers (1995),1995,Action|Sci-Fi|Thriller,3.0,-12.199999999999996
77,Nico Icon (1995),1995,Documentary,3.4,0.0
78,"Crossing Guard, The (1995)",1995,Action|Crime|Drama|Thriller,3.2,-1.2999999999999998
79,"Juror, The (1996)",1996,Drama|Thriller,3.2,0.0
80,"White Balloon, The (Badkonake sefid) (1995)",1995,Children|Drama,3.7,-0.3
81,Things to Do in Denver When You're Dead (1995),1995,Crime|Drama|Romance,3.3,-2.4
82,Antonia's Line (Antonia) (1995),1995,Comedy|Drama,4.0,5.8
83,Once Upon a Time... When We Were Colored (1995),1995,Drama|Romance,3.6,-0.6
85,Angels and Insects (1995),1995,Drama|Romance,3.5,0.6000000000000001
86,White Squall (1996),1996,Action|Adventure|Drama,3.5,-0.5
87,Dunston Checks In (1996),1996,Children|Comedy,2.4,-0.09999999999999998
88,Black Sheep (1996),1996,Comedy,3.1,1.2000000000000002
89,Nick of Time (1995),1995,Action|Thriller,3.1,-3.0
92,Mary Reilly (1996),1996,Drama|Horror|Thriller,2.9,0.0
93,Vampire in Brooklyn (1995),1995,Comedy|Horror|Romance,2.5,0.0
94,Beautiful Girls (1996),1996,Comedy|Drama|Romance,3.5,9.0
95,Broken Arrow (1996),1996,Action|Adventure|Thriller,3.1,-2.0000000000000004
96,In the Bleak Midwinter (1995),1995,Comedy|Drama,3.7,0.3
97,"Hate (Haine, La) (1995)",1995,Crime|Drama,4.0,-23.199999999999996
98,Shopping (1994),1994,Action|Thriller,2.7,0.2
99,Heidi Fleiss: Hollywood Madam (1995),1995,Documentary,3.1,0.0
100,City Hall (1996),1996,Drama|Thriller,3.2,-0.6
101,Bottle Rocket (1996),1996,Adventure|Comedy|Crime|Romance,3.8,3.6999999999999993
102,Mr. Wrong (1996),1996,Comedy,2.4,-1.1
103,Unforgettable (1996),1996,Mystery|Sci-Fi|Thriller,3.3,-0.7
104,Happy Gilmore (1996),1996,Comedy,3.4,5.400000000000004
105,"Bridges of Madison County, The (1995)",1995,Drama|Romance,3.3,8.499999999999998
106,Nobody Loves Me (Keiner liebt mich) (1994),1994,Comedy|Drama,3.4,1.2
107,Muppet Treasure Island (1996),1996,Adventure|Children|Comedy|Musical,3.2,10.800000000000004
109,Headless Body in Topless Bar (1995),1995,Comedy|Drama|Thriller,2.3,0.0
110,Braveheart (1995),1995,Action|Drama|War,4.0,-11.399999999999991
111,Taxi Driver (1976),1976,Crime|Drama|Thriller,4.1,-85.30000000000011
112,Rumble in the Bronx (Hont faan kui) (1995),1995,Action|Adventure|Comedy|Crime,3.4,-6.100000000000001
113,Before and After (1996),1996,Drama|Mystery,3.1,-0.7
114,Margaret's Museum (1995),1995,Drama,3.6,0.0
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",1995,Comedy,3.4,0.8
116,Anne Frank Remembered (1995),1995,Documentary,3.9,2.220446049250313e-16
117,"Young Poisoner's Handbook, The (1995)",1995,Crime|Drama,3.6,-1.3
118,If Lucy Fell (1996),1996,Comedy|Romance,3.0,1.4
119,"Steal Big, Steal Little (1995)",1995,Comedy,2.8,0.0
120,Race the Sun (1996),1996,Adventure|Comedy|Drama,2.9,0.0
121,"Boys of St. Vincent, The (1992)",1992,Drama,3.7,-5.499999999999999
122,Boomerang (1992),1992,Comedy|Romance,2.9,0.6
123,Chungking Express (Chung Hing sam lam) (1994),1994,Drama|Mystery|Romance,4.0,-1.9999999999999991
124,"Star Maker, The (Uomo delle stelle, L') (1995)",1995,Drama,3.5,0.0
125,Flirting With Disaster (1996),1996,Comedy,3.7,1.4000000000000001
126,"NeverEnding Story III, The (1994)",1994,Adventure|Children|Fantasy,2.3,0.4
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",1994,Drama,3.2,0.0
128,Jupiter's Wife (1994),1994,Documentary,3.5,0.0
129,Pie in the Sky (1996),1996,Comedy|Romance,3.2,0.0
130,Angela (1995),1995,Drama,3.2,-0.4
131,Frankie Starlight (1995),1995,Drama|Romance,3.3,0.0
132,Jade (1995),1995,Thriller,2.8,-1.0
133,Nueba Yol (1995),1995,Comedy|Drama,2.5,0.0
134,Sonic Outlaws (1995),1995,Documentary,3.6,-0.6
135,Down Periscope (1996),1996,Comedy,3.0,0.5999999999999999
136,From the Journals of Jean Seberg (1995),1995,Documentary,3.6,-0.7
137,Man of the Year (1995),1995,Documentary,3.3,0.0
138,"Neon Bible, The (1995)",1995,Drama,3.3,0.3
140,Up Close and Personal (1996),1996,Drama|Romance,3.3,0.6
141,"Birdcage, The (1996)",1996,Comedy,3.5,5.7
143,Gospa (1995),1995,Drama,2.2,0.6
144,"Brothers McMullen, The (1995)",1995,Comedy,3.5,2.2
145,Bad Boys (1995),1995,Action|Comedy|Crime|Drama|Thriller,3.3,1.6999999999999997
146,"Amazing Panda Adventure, The (1995)",1995,Adventure|Children,2.9,0.0
147,"Basketball Diaries, The (1995)",1995,Drama,3.6,4.000000000000002
148,"Awfully Big Adventure, An (1995)",1995,Drama,2.9,0.3
149,Amateur (1994),1994,Crime|Drama|Thriller,3.7,0.8
150,Apollo 13 (1995),1995,Adventure|Drama|IMAX,3.9,16.200000000000014
151,Rob Roy (1995),1995,Action|Drama|Romance|War,3.5,-6.9
152,"Addiction, The (1995)",1995,Drama|Horror,3.1,-2.5
153,Batman Forever (1995),1995,Action|Adventure|Comedy|Crime,2.9,-4.5
154,Beauty of the Day (Belle de jour) (1967),1967,Drama,3.8,1.7000000000000002
155,Beyond Rangoon (1995),1995,Adventure|Drama|War,3.4,0.7
156,Blue in the Face (1995),1995,Comedy|Drama,3.5,0.0
157,Canadian Bacon (1995),1995,Comedy|War,2.8,-0.8999999999999999
158,Casper (1995),1995,Adventure|Children,2.9,5.700000000000001
159,Clockers (1995),1995,Crime|Drama|Mystery,3.4,0.0
160,Congo (1995),1995,Action|Adventure|Mystery|Sci-Fi,2.6,0.3
161,Crimson Tide (1995),1995,Drama|Thriller|War,3.7,-15.700000000000008
162,Crumb (1994),1994,Documentary,4.0,-3.8
163,Desperado (1995),1995,Action|Romance|Western,3.4,-6.2
164,Devil in a Blue Dress (1995),1995,Crime|Film-Noir|Mystery|Thriller,3.5,-0.8000000000000002
165,Die Hard: With a Vengeance (1995),1995,Action|Crime|Thriller,3.5,-9.599999999999996
166,"Doom Generation, The (1995)",1995,Comedy|Crime|Drama,2.8,-1.0999999999999999
167,Feast of July (1995),1995,Drama,3.2,0.0
168,First Knight (1995),1995,Action|Drama|Romance,3.1,0.0
169,Free Willy 2: The Adventure Home (1995),1995,Adventure|Children|Drama,2.3,0.0
170,Hackers (1995),1995,Action|Adventure|Crime|Thriller,3.2,1.0999999999999996
171,Jeffrey (1995),1995,Comedy|Drama,3.6,1.9
172,Johnny Mnemonic (1995),1995,Action|Sci-Fi|Thriller,2.8,1.2000000000000002
173,Judge Dredd (1995),1995,Action|Crime|Sci-Fi,2.5,-4.000000000000001
174,Jury Duty (1995),1995,Comedy,2.4,0.2
175,Kids (1995),1995,Drama,3.5,-1.1000000000000003
176,Living in Oblivion (1995),1995,Comedy,3.8,0.7000000000000001
177,Lord of Illusions (1995),1995,Horror,2.9,0.0
178,Love & Human Remains (1993),1993,Comedy|Drama,3.4,-0.4999999999999999
179,Mad Love (1995),1995,Drama|Romance,2.7,-1.1
180,Mallrats (1995),1995,Comedy|Romance,3.6,3.8999999999999995
181,Mighty Morphin Power Rangers: The Movie (1995),1995,Action|Children,2.0,-0.2
182,Moonlight and Valentino (1995),1995,Drama|Romance,3.1,-0.29999999999999993
183,Mute Witness (1994),1994,Comedy|Horror|Thriller,3.4,-0.7
184,Nadja (1994),1994,Drama,3.1,0.0
185,"Net, The (1995)",1995,Action|Crime|Thriller,3.1,-4.199999999999999
186,Nine Months (1995),1995,Comedy|Romance,2.9,7.300000000000002
187,Party Girl (1995),1995,Comedy,3.5,2.0
188,"Prophecy, The (1995)",1995,Fantasy|Horror|Mystery,3.3,-0.1
189,Reckless (1995),1995,Comedy|Fantasy,3.0,-0.7
190,Safe (1995),1995,Thriller,3.6,-0.6000000000000002
191,"Scarlet Letter, The (1995)",1995,Drama|Romance,2.7,0.3
193,Showgirls (1995),1995,Drama,2.2,-5.200000000000002
194,Smoke (1995),1995,Comedy|Drama,3.8,1.2000000000000002
195,Something to Talk About (1995),1995,Comedy|Drama|Romance,3.1,1.0
196,Species (1995),1995,Horror|Sci-Fi,2.8,-0.10000000000000009
197,"Stars Fell on Henrietta, The (1995)",1995,Drama,3.1,0.0
198,Strange Days (1995),1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.4,-15.199999999999992
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1964,Drama|Musical|Romance,3.8,-0.5000000000000004
201,Three Wishes (1995),1995,Drama|Fantasy,3.0,-1.2
202,Total Eclipse (1995),1995,Drama|Romance,3.1,0.8999999999999999
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995,Comedy,3.2,1.6999999999999997
204,Under Siege 2: Dark Territory (1995),1995,Action,2.9,-0.7
205,Unstrung Heroes (1995),1995,Comedy|Drama,3.5,0.0
206,Unzipped (1995),1995,Documentary,3.5,0.0
207,"Walk in the Clouds, A (1995)",1995,Drama|Romance,3.4,0.09999999999999998
208,Waterworld (1995),1995,Action|Adventure|Sci-Fi,2.9,2.9
209,White Man's Burden (1995),1995,Drama,2.8,0.0
210,Wild Bill (1995),1995,Western,2.9,-0.3
211,"Browning Version, The (1994)",1994,Drama,3.6,0.0
212,Bushwhacked (1995),1995,Adventure|Comedy|Crime|Mystery,2.6,-0.4
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),1994,Drama,4.0,-1.4
214,Before the Rain (Pred dozhdot) (1994),1994,Drama|War,4.0,-3.8
215,Before Sunrise (1995),1995,Drama|Romance,3.9,40.499999999999964
216,Billy Madison (1995),1995,Comedy,3.2,-15.800000000000002
217,"Babysitter, The (1995)",1995,Drama|Thriller,2.7,0.10000000000000003
218,Boys on the Side (1995),1995,Comedy|Drama,3.3,4.3999999999999995
219,"Cure, The (1995)",1995,Drama,3.6,0.6
220,Castle Freak (1995),1995,Horror,2.4,-0.7999999999999999
222,Circle of Friends (1995),1995,Drama|Romance,3.5,0.0
223,Clerks (1994),1994,Comedy,3.9,0.29999999999999993
224,Don Juan DeMarco (1995),1995,Comedy|Drama|Romance,3.4,0.09999999999999998
225,Disclosure (1994),1994,Drama|Thriller,3.3,-2.0
226,Dream Man (1995),1995,Thriller,2.7,0.2
227,Drop Zone (1994),1994,Action|Thriller,3.1,-1.2
228,Destiny Turns on the Radio (1995),1995,Comedy,2.7,0.0
229,Death and the Maiden (1994),1994,Drama|Thriller,3.6,-2.2
230,Dolores Claiborne (1995),1995,Drama|Thriller,3.6,-10.0
231,Dumb & Dumber (Dumb and Dumber) (1994),1994,Adventure|Comedy,3.0,-1.1
232,Eat Drink Man Woman (Yin shi nan nu) (1994),1994,Comedy|Drama|Romance,4.0,0.30000000000000004
233,Exotica (1994),1994,Drama,3.5,-2.8
234,Exit to Eden (1994),1994,Comedy,2.7,0.7
235,Ed Wood (1994),1994,Comedy|Drama,3.7,10.900000000000002
236,French Kiss (1995),1995,Action|Comedy|Romance,3.3,4.300000000000001
237,Forget Paris (1995),1995,Comedy|Romance,3.2,0.10000000000000003
238,Far From Home: The Adventures of Yellow Dog (1995),1995,Adventure|Children,3.2,0.0
239,"Goofy Movie, A (1995)",1995,Animation|Children|Comedy|Romance,3.1,2.7
240,Hideaway (1995),1995,Thriller,2.9,0.0
241,Fluke (1995),1995,Children|Drama,3.0,-0.2
242,Farinelli: il castrato (1994),1994,Drama|Musical,3.4,-0.8
243,Gordy (1995),1995,Children|Comedy|Fantasy,2.5,0.0
244,Gumby: The Movie (1995),1995,Animation|Children,2.4,0.0
245,The Glass Shield (1994),1994,Crime|Drama,3.0,-0.6
246,Hoop Dreams (1994),1994,Documentary,4.0,-0.19999999999999996
247,Heavenly Creatures (1994),1994,Crime|Drama,3.8,3.6
248,Houseguest (1994),1994,Comedy,3.0,-0.5
249,Immortal Beloved (1994),1994,Drama|Romance,3.7,1.2
250,Heavyweights (Heavy Weights) (1995),1995,Children|Comedy,3.0,-0.4
251,"Hunted, The (1995)",1995,Action,3.0,-0.6
252,I.Q. (1994),1994,Comedy|Romance,3.2,2.2
253,Interview with the Vampire: The Vampire Chronicles (1994),1994,Drama|Horror,3.5,-10.299999999999997
254,Jefferson in Paris (1995),1995,Drama,2.9,0.0
255,"Jerky Boys, The (1995)",1995,Comedy,2.3,0.0
256,Junior (1994),1994,Comedy|Sci-Fi,2.7,0.8
257,Just Cause (1995),1995,Mystery|Thriller,3.4,-3.3999999999999995
258,"Kid in King Arthur's Court, A (1995)",1995,Adventure|Children|Comedy|Fantasy|Romance,2.6,0.0
259,Kiss of Death (1995),1995,Crime|Drama|Thriller,3.1,0.0
260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Sci-Fi,4.1,334.5000000000036
261,Little Women (1994),1994,Drama,3.6,6.499999999999999
262,"Little Princess, A (1995)",1995,Children|Drama,3.8,1.2
263,Ladybird Ladybird (1994),1994,Drama,3.7,-0.30000000000000004
264,"Enfer, L' (1994)",1994,Drama,3.3,0.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),1992,Drama|Fantasy|Romance,3.9,5.5
266,Legends of the Fall (1994),1994,Drama|Romance|War|Western,3.5,10.699999999999994
267,Major Payne (1995),1995,Comedy,2.9,4.3999999999999995
268,Little Odessa (1994),1994,Crime|Drama,3.3,0.0
269,My Crazy Life (Mi vida loca) (1993),1993,Drama,3.5,-0.5
270,Love Affair (1994),1994,Drama|Romance,3.2,-1.1
271,Losing Isaiah (1995),1995,Drama,3.3,-0.9999999999999999
272,"Madness of King George, The (1994)",1994,Comedy|Drama,3.7,-0.29999999999999993
273,Mary Shelley's Frankenstein (Frankenstein) (1994),1994,Drama|Horror|Sci-Fi,3.1,-1.7000000000000002
274,Man of the House (1995),1995,Comedy,2.8,0.0
275,Mixed Nuts (1994),1994,Comedy,2.7,-1.6
276,Milk Money (1994),1994,Comedy|Romance,3.0,2.0
277,Miracle on 34th Street (1994),1994,Drama,3.4,4.1
278,Miami Rhapsody (1995),1995,Comedy,3.0,-0.3
279,My Family (1995),1995,Drama,3.7,-0.6
280,Murder in the First (1995),1995,Drama|Thriller,3.7,-9.4
281,Nobody's Fool (1994),1994,Comedy|Drama|Romance,3.7,-0.6
282,Nell (1994),1994,Drama,3.4,-1.2999999999999998
283,New Jersey Drive (1995),1995,Crime|Drama,3.1,-0.5000000000000001
285,Beyond Bedlam (1993),1993,Drama|Horror,2.4,-1.2999999999999998
286,Nemesis 2: Nebula (1995),1995,Action|Sci-Fi|Thriller,2.0,0.5
288,Natural Born Killers (1994),1994,Action|Crime|Thriller,3.3,-59.000000000000156
289,Only You (1994),1994,Comedy|Romance,3.4,-0.6
290,Once Were Warriors (1994),1994,Crime|Drama,4.0,-17.4
291,Poison Ivy II (1996),1996,Drama|Thriller,2.3,-1.0
292,Outbreak (1995),1995,Action|Drama|Sci-Fi|Thriller,3.4,0.5000000000000001
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1994,Action|Crime|Drama|Thriller,4.1,48.00000000000005
294,"Perez Family, The (1995)",1995,Comedy|Romance,3.2,-0.5
295,"Pyromaniac's Love Story, A (1995)",1995,Comedy|Romance,2.8,-0.5
296,Pulp Fiction (1994),1994,Comedy|Crime|Drama|Thriller,4.2,104.80000000000061
297,Panther (1995),1995,Drama,3.1,0.0
298,Pushing Hands (Tui shou) (1992),1992,Drama,3.5,0.0
299,Priest (1994),1994,Drama,3.7,1.8999999999999995
300,Quiz Show (1994),1994,Drama,3.7,7.900000000000002
301,Picture Bride (Bijo photo) (1994),1994,Drama|Romance,3.5,0.0
302,"Queen Margot (Reine Margot, La) (1994)",1994,Drama|Romance,3.7,0.49999999999999994
303,"Quick and the Dead, The (1995)",1995,Action|Thriller|Western,3.0,-1.9999999999999996
304,Roommates (1995),1995,Comedy|Drama,3.2,-0.4
305,Ready to Wear (Pret-A-Porter) (1994),1994,Comedy,2.7,-0.8
306,Three Colors: Red (Trois couleurs: Rouge) (1994),1994,Drama,4.1,-0.2
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),1993,Drama,4.0,-2.5
308,Three Colors: White (Trzy kolory: Bialy) (1994),1994,Comedy|Drama,3.9,1.0999999999999999
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",1994,Drama,3.6,0.0
311,Relative Fear (1994),1994,Horror|Thriller,2.7,-0.7
312,Stuart Saves His Family (1995),1995,Comedy,2.6,1.0
313,"Swan Princess, The (1994)",1994,Animation|Children,3.1,1.2
314,"Secret of Roan Inish, The (1994)",1994,Children|Drama|Fantasy|Mystery,3.9,3.8000000000000003
315,"Specialist, The (1994)",1994,Action|Drama|Thriller,2.9,-1.0
316,Stargate (1994),1994,Action|Adventure|Sci-Fi,3.4,0.20000000000000012
317,"Santa Clause, The (1994)",1994,Comedy|Drama|Fantasy,3.1,11.300000000000002
318,"Shawshank Redemption, The (1994)",1994,Crime|Drama,4.4,380.9999999999992
319,Shallow Grave (1994),1994,Comedy|Drama|Thriller,3.8,-3.0999999999999996
320,Suture (1993),1993,Film-Noir|Thriller,3.2,-1.2999999999999998
321,Strawberry and Chocolate (Fresa y chocolate) (1993),1993,Drama,3.8,-0.8
322,Swimming with Sharks (1995),1995,Comedy|Drama,3.7,-0.8999999999999999
324,"Sum of Us, The (1994)",1994,Comedy|Drama,3.7,0.5
325,National Lampoon's Senior Trip (1995),1995,Comedy,2.6,0.0
326,To Live (Huozhe) (1994),1994,Drama,4.1,-3.7999999999999994
327,Tank Girl (1995),1995,Action|Comedy|Sci-Fi,2.8,-7.600000000000001
328,Tales from the Crypt Presents: Demon Knight (1995),1995,Horror|Thriller,3.2,-0.10000000000000003
329,Star Trek: Generations (1994),1994,Adventure|Drama|Sci-Fi,3.3,-0.3
330,Tales from the Hood (1995),1995,Action|Crime|Horror,2.8,-3.9
331,Tom & Viv (1994),1994,Drama,3.3,-1.6
332,Village of the Damned (1995),1995,Horror|Sci-Fi,2.8,-2.9
333,Tommy Boy (1995),1995,Comedy,3.4,8.400000000000002
334,Vanya on 42nd Street (1994),1994,Drama,3.8,2.0
335,Underneath (1995),1995,Mystery|Thriller,3.3,0.0
336,"Walking Dead, The (1995)",1995,Drama|War,2.9,0.0
337,What's Eating Gilbert Grape (1993),1993,Drama,3.7,-9.900000000000002
338,Virtuosity (1995),1995,Action|Sci-Fi|Thriller,3.0,-1.9
339,While You Were Sleeping (1995),1995,Comedy|Romance,3.5,18.900000000000002
340,"War, The (1994)",1994,Adventure|Drama|War,3.4,-0.6
341,Double Happiness (1994),1994,Drama,3.6,0.6
342,Muriel's Wedding (1994),1994,Comedy,3.5,6.700000000000005
343,"Baby-Sitters Club, The (1995)",1995,Children,2.7,0.5
344,Ace Ventura: Pet Detective (1994),1994,Comedy,3.0,4.6000000000000005
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,Comedy|Drama,3.6,-0.4999999999999999
346,Backbeat (1993),1993,Drama|Musical,3.4,0.0
347,Bitter Moon (1992),1992,Drama|Film-Noir|Romance,3.4,-0.5999999999999999
348,Bullets Over Broadway (1994),1994,Comedy,3.7,3.1999999999999997
349,Clear and Present Danger (1994),1994,Action|Crime|Drama|Thriller,3.7,-10.0
350,"Client, The (1994)",1994,Drama|Mystery|Thriller,3.5,-0.7999999999999999
351,"Corrina, Corrina (1994)",1994,Comedy|Drama|Romance,3.3,3.8
352,Crooklyn (1994),1994,Comedy|Drama,3.3,0.09999999999999998
353,"Crow, The (1994)",1994,Action|Crime|Fantasy|Thriller,3.5,20.800000000000004
354,Cobb (1994),1994,Drama,3.1,0.0
355,"Flintstones, The (1994)",1994,Children|Comedy|Fantasy,2.4,0.8
356,Forrest Gump (1994),1994,Comedy|Drama|Romance|War,4.1,296.90000000000015
357,Four Weddings and a Funeral (1994),1994,Comedy|Romance,3.6,24.999999999999982
358,Higher Learning (1995),1995,Drama,3.2,-3.2
359,I Like It Like That (1994),1994,Comedy|Drama|Romance,3.3,0.6
360,I Love Trouble (1994),1994,Action|Comedy,2.7,-0.2
361,It Could Happen to You (1994),1994,Comedy|Drama|Romance,3.3,1.7000000000000002
362,"Jungle Book, The (1994)",1994,Adventure|Children|Romance,3.4,0.39999999999999997
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",1993,Documentary,4.0,-0.4
364,"Lion King, The (1994)",1994,Adventure|Animation|Children|Drama|Musical|IMAX,3.8,21.500000000000004
365,Little Buddha (1993),1993,Drama,3.2,0.5
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1994,Drama|Horror|Mystery|Thriller,3.0,-2.0999999999999996
367,"Mask, The (1994)",1994,Action|Comedy|Crime|Fantasy,3.2,15.00000000000001
368,Maverick (1994),1994,Adventure|Comedy|Western,3.4,1.6
369,Mrs. Parker and the Vicious Circle (1994),1994,Drama,3.3,0.6
370,Naked Gun 33 1/3: The Final Insult (1994),1994,Action|Comedy,3.0,5.500000000000001
371,"Paper, The (1994)",1994,Comedy|Drama,3.3,-0.09999999999999998
372,Reality Bites (1994),1994,Comedy|Drama|Romance,3.3,1.7999999999999998
373,Red Rock West (1992),1992,Thriller,3.8,-0.5
374,Richie Rich (1994),1994,Children|Comedy,2.4,1.9000000000000001
375,Safe Passage (1994),1994,Drama,3.3,-0.8
376,"River Wild, The (1994)",1994,Action|Thriller,3.3,-2.7
377,Speed (1994),1994,Action|Romance|Thriller,3.5,2.300000000000001
378,Speechless (1994),1994,Comedy|Romance,3.1,1.3
379,Timecop (1994),1994,Action|Sci-Fi|Thriller,2.7,-0.6
380,True Lies (1994),1994,Action|Adventure|Comedy|Romance|Thriller,3.5,-1.7999999999999985
381,When a Man Loves a Woman (1994),1994,Drama|Romance,3.4,2.6
382,Wolf (1994),1994,Drama|Horror|Romance|Thriller,3.0,-0.5000000000000001
383,Wyatt Earp (1994),1994,Western,3.2,0.0
